Name,Score,Rank,Popularity,Genres,Episodes,Start Date,End Date,Producers,Studios
Hanhua Riji 2nd Season,N/A,15236,12949,"Slice of Life, Comedy, Supernatural",12,"Nov 15, 2020","Jan 24, 2021",bilibili,L²Studio
Cap Kakumei Bottleman,N/A,14494,13107,"Action, Game, Kids",25,"Oct 9, 2020","Feb 5, 2021","None found, add some",Gaina
Wo Wei Ge Kuang: Xuanlu Chongqi,N/A,13737,13152,"Music, School",12,"Oct 2, 2020","Dec 11, 2020","Shanghai Animation Film Studio, bilibili",Shanghai Foch Film and TV Culture Investment
Tales Of Crestoria Off Shot Movie,N/A,13254,13295,"Comedy, Fantasy",1,"Dec 15, 2020",?,"None found, add some","None found, add some"
Onegai Patron-sama!,N/A,12210,13509,Slice of Life,Unknown,"Oct 18, 2020",?,"Happinet, Bit grooove promotion",TANOsim
Tsukiusa. Gekijou,N/A,13504,13532,Comedy,12,"Oct 7, 2020","Dec 23, 2020","None found, add some","None found, add some"
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin Zhi Chang Piao,N/A,15646,13756,"Comedy, Historical",20,"Oct 24, 2020","Feb 27, 2021",bilibili,Shenying Animation
An Jie Shen Shi,N/A,14211,13986,"Action, Fantasy",22,"Dec 25, 2020","May 21, 2021","None found, add some",Hai An Xian Donghua Gongzuo Shi
Zoids Wild Senki,N/A,14096,14147,"Action, Sci-Fi, Adventure, Comedy, Mecha",Unknown,"Oct 17, 2020",?,Half H.P Studio,OLM
Chinzei Hachirou Tametomo,N/A,14603,14175,"Action, Adventure, Comedy, Historical",1,"Dec 10, 2020",?,"Sony Music Entertainment, Hakuhodo",Production I.G
Jiu Ye Shen Chuan,N/A,15682,14983,"Action, Adventure, Historical, Martial Arts, Fantasy",13,"Dec 21, 2020","Mar 8, 2021","None found, add some","None found, add some"
Zhan Shuang Panini,N/A,14041,15318,"Action, Comedy",12,"Oct 27, 2020","Jan 12, 2021","None found, add some",BigFireBird Animation
Onegai Patron-sama! Episode 0,N/A,12211,15438,Slice of Life,1,"Oct 11, 2020",?,"None found, add some",TANOsim
Shu Ling Ji 2nd Season,N/A,12934,15844,Martial Arts,40,"Oct 28, 2020","Mar 3, 2021","None found, add some","None found, add some"
Moshi Juexing: Suyuan,N/A,11811,16155,"Action, Military, Sci-Fi, Mecha",26,"Dec 22, 2020","Jul 6, 2021","None found, add some","None found, add some"
Taiban!,N/A,13224,16205,"Music, School",7,"Dec 31, 2020","May 10, 2021",Brave group,"None found, add some"
Zetsumetsu Kigu-shun. (2020),N/A,14033,16620,Kids,4,"Dec 16, 2020",?,"None found, add some",GEEK TOYS
Su Shen Xiao Ren,N/A,13132,17058,"Slice of Life, Comedy",12,"Oct 5, 2020","Dec 14, 2020","None found, add some","None found, add some"
Fei Zhi Baike,N/A,14919,17369,Comedy,12,"Oct 22, 2020","Dec 31, 2020","None found, add some","None found, add some"
Hua Jianghu Zhi Gui Yexing,N/A,15472,17373,"Action, Cars, Sports",40,"Nov 10, 2020",?,"None found, add some",Rocen
Lengxue Kuang Yan,N/A,16269,17417,"Action, Magic, Fantasy",1,"Dec 4, 2020",?,"None found, add some","None found, add some"
Tadaima! Chibi Godzilla Season 2,N/A,13212,17431,"Slice of Life, Fantasy",13,"Dec 2, 2020","Feb 24, 2021","None found, add some","None found, add some"
Tamaya Shichiten Tanjoubi-hen CM,N/A,13267,17458,Slice of Life,1,"Oct 27, 2020",?,"None found, add some",G-angle
Menghuan Shuyuan 4th Season,N/A,16489,17550,"Comedy, Fantasy",14,"Oct 12, 2020","Jan 11, 2021","None found, add some",Painting Dream
Tensei shitara Slime Datta Ken OVA,7.47,1698,1074,"Action, Adventure, Comedy, Demons, Magic, Fantasy",5,"Jul 9, 2019","Nov 27, 2020","None found, add some",8bit
Fate/Grand Carnival,8.13,390,3206,"Comedy, Supernatural, Magic, Fantasy",4,"Dec 31, 2020","Sep 29, 2021","Aniplex, Studio Hibari, Lantis, Notes, Good Smile Film, Delightworks",Lerche
Kud Wafter,7.07,3450,4305,"Comedy, Romance, School",1,"Nov 28, 2020",?,"None found, add some",J.C.Staff
Dokyuu Hentai HxEros OVA,6.19,7660,5062,"Action, Comedy, Supernatural, Ecchi, School, Shounen",2,"Nov 4, 2020","Mar 4, 2021","None found, add some",Project No.9
Oneshota The Animation,6.78,?,6917,Hentai,1,"Nov 27, 2020",?,Pink Pineapple,Studio 1st
Toji no Miko: Kizamishi Issen no Tomoshibi OVA,6.57,5677,7141,"Action, Fantasy",2,"Oct 25, 2020","Nov 29, 2020",Genco,Project No.9
Knight of Erin,6.55,?,7314,"Hentai, Fantasy",4,"Oct 30, 2020","Mar 26, 2021","None found, add some",Majin
Kaa-chan no Tomodachi ni Shikotteru Tokoro Mirareta. The Animation,6.78,?,7611,Hentai,1,"Oct 30, 2020",?,Pink Pineapple,"None found, add some"
Aku no Onna Kanbu: Full Moon Night R,6.69,?,7774,Hentai,2,"Oct 2, 2020","Nov 6, 2020","None found, add some",T-Rex
Yuutousei Ayaka no Uraomote,6.70,?,7945,Hentai,Unknown,"Oct 30, 2020",?,"Mary Jane, New Generation","None found, add some"
Shikoyaka Naru Toki mo Hameru Toki mo,6.19,?,8171,Hentai,2,"Nov 20, 2020","Jan 29, 2021","None found, add some",Queen Bee
Hajimete no Orusuban,6.14,?,8203,Hentai,Unknown,"Dec 4, 2020",?,Mary Jane,BreakBottle
White Blue,5.62,?,8243,Hentai,Unknown,"Nov 27, 2020",?,PoRO,"None found, add some"
Ano Ko no Kawari ni Suki na Dake,6.28,?,8637,Hentai,2,"Dec 18, 2020","Feb 26, 2021","None found, add some",Queen Bee
Sotsugyou ** Densha,5.16,?,9136,Hentai,Unknown,"Apr 24, 2020",?,Suzuki Mirano,"None found, add some"
Taimanin Asagi: Toraware no Niku Ningyou,6.11,?,9387,"Hentai, Demons, Supernatural",1,"Oct 30, 2020",?,ZIZ Entertainment (ZIZ),Teatro Nishi Tokyo Studio
Kimetsu no Yaiba Movie: Mugen Ressha-hen,8.73,39,149,"Action, Historical, Demons, Supernatural, Shounen",1,"Oct 16, 2020",?,"Aniplex, Shueisha",ufotable
Josee to Tora to Sakana-tachi,8.58,78,981,"Slice of Life, Drama, Romance",1,"Dec 25, 2020",?,"Shochiku, Kadokawa, Sonilude",Bones
Burn the Witch,7.14,3116,1040,"Action, Magic, Fantasy, Shounen",3,"Oct 2, 2020",?,"Shueisha, Twin Engine, Bandai Namco Arts, FILMONY",Studio Colorido
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,6.82,4457,2410,"Action, Supernatural, Magic, Fantasy",1,"Dec 5, 2020",?,"Production I.G, Aniplex, Notes, Delightworks",Signal.MD
Date A Bullet: Nightmare or Queen,7.57,1391,2645,Sci-Fi,1,"Nov 13, 2020",?,Nippon Columbia,GEEK TOYS
Yes ka No ka Hanbun ka,7.12,3245,3245,"Drama, Shounen Ai",1,"Dec 11, 2020",?,"None found, add some",Lesprit
Kimi wa Kanata,6.63,5403,3604,"Drama, Fantasy",1,"Nov 27, 2020",?,CUCURI,Digital Network Animation
Grisaia: Phantom Trigger The Animation - Stargazer,6.95,3937,2125,"Action, School",2,"Mar 15, 2019",?,Magic Capsule,Bibury Animation Studios
Dounika Naru Hibi,5.42,10437,4558,"Slice of Life, Drama, Romance, Shoujo Ai, Shounen Ai",1,"Oct 23, 2020",?,"None found, add some",LIDENFILMS
Pokemon Movie 23: Koko,7.23,2689,4991,"Action, Game, Adventure, Comedy, Kids, Fantasy",1,"Dec 25, 2020",?,"TV Tokyo, Shogakukan-Shueisha Productions, JR East Marketing & Communications",OLM
Stand By Me Doraemon 2,8.28,244,5439,"Comedy, Kids, Sci-Fi, Seinen",1,"Nov 20, 2020",?,"Dentsu, TV Asahi, Toho, Shueisha, Nagoya Broadcasting Network, Asahi Broadcasting, Shogakukan, Abe Shuuji Jimusho, Shizuoka Asahi Television","Shirogumi, Shin-Ei Animation"
Majo Minarai wo Sagashite,7.57,1404,5853,"Comedy, Drama, Shoujo",1,"Nov 13, 2020",?,"None found, add some",Toei Animation
Bem Movie: Become Human,6.81,4519,5952,"Action, Horror, Demons, Supernatural",1,"Oct 2, 2020",?,"TV Tokyo, Pony Canyon, KlockWorx, flying DOG, Glovision, ADK",Production I.G
Jiang Ziya,7.52,1554,6970,"Action, Adventure, Fantasy",1,"Oct 1, 2020",?,"None found, add some",Beijing Enlight Pictures
Marudase Kintarou,4.15,?,7588,Yaoi,1,"Dec 11, 2020",?,"None found, add some",Seven
Entotsu Machi no Poupelle,N/A,14892,7610,"Adventure, Magic, Fantasy",1,"Dec 25, 2020",?,"None found, add some",Studio 4°C
Monster Strike the Movie: Lucifer - Zetsubou no Yoake,6.63,5362,8334,"Action, Game, Fantasy",1,"Nov 6, 2020",?,XFLAG,"Anima, Dynamo Pictures"
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,7.12,3241,8930,"Action, Military, Sci-Fi, Drama, Mecha",3,"Nov 13, 2020",?,King Records,"Production I.G, I.Gzwei"
Mulan: Heng Kong Chu Shi,N/A,11858,9520,Action,1,"Oct 1, 2020",?,"None found, add some","None found, add some"
Kono Sekai no Tanoshimikata: Secret Story Film,N/A,16113,9589,Music,1,"Dec 25, 2020",?,"None found, add some",CLAP
Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,7.07,3414,9590,"Action, Fantasy, Magic, Shoujo",1,"Oct 31, 2020",?,"None found, add some",Toei Animation
Chueog-ui Geomjeong-gomusin,N/A,14638,18112,"Slice of Life, Comedy, Kids",1,"Nov 19, 2020",?,"None found, add some","None found, add some"
Taikong Xiongmao Yingxiong Dansheng,N/A,13228,18139,"Sci-Fi, Adventure, Kids, Fantasy",1,"Dec 19, 2020",?,"None found, add some","None found, add some"
Dr. Stone: Stone Wars - Kaisen Zenya Special Eizou,7.15,3096,2800,"Sci-Fi, Adventure, Shounen",1,"Oct 11, 2020",?,"None found, add some",TMS Entertainment
Tonikaku Kawaii: Kaisou,7.06,3508,3226,"Comedy, Romance, Shounen",1,"Dec 26, 2020",?,"None found, add some",Seven Arcs
Aya to Majo,5.58,9961,6167,Magic,1,"Dec 30, 2020",?,"NHK, NHK Enterprises",Studio Ghibli
Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,6.59,5577,8793,"Adventure, Magic, Fantasy",1,"Oct 18, 2020",?,Bandai Namco Entertainment,Kamikaze Douga
Senyoku no Sigrdrifa: Dai-909 Senjutsu Hime-tai Sentou Kiroku!,5.85,9069,9230,"Action, Military",1,"Nov 28, 2020",?,Aniplex,A-1 Pictures
Ani x Para: Anata no Hero wa Dare desu ka,6.55,5795,12073,Sports,Unknown,"Nov 10, 2017",?,"NHK, NHK Enterprises","Nippon Animation, Gallop, TMS Entertainment, DLE"
"Kanojo, Okarishimasu",7.34,2191,210,"Comedy, Romance, School, Shounen",12,"Jul 11, 2020","Sep 26, 2020","Mainichi Broadcasting System, Kodansha, DMM pictures, DMM Music",TMS Entertainment
The God of High School,6.96,3905,4037,"Action, Sci-Fi, Supernatural, Martial Arts, Fantasy",1,"May 24, 2016",?,"None found, add some","None found, add some"
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.41,148,313,"Slice of Life, Comedy, Drama, Romance, School",12,"Jul 10, 2020","Sep 25, 2020","Marvelous, TBS, Movic, Delfi Sound, NBCUniversal Entertainment Japan",feel.
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e",7.35,2177,331,"Action, Demons, Magic, Fantasy, School",13,"Jul 4, 2020","Sep 26, 2020","Aniplex, Kadokawa",SILVER LINK.
Sword Art Online: Alicization - War of Underworld 2nd Season,7.43,1834,385,"Action, Game, Adventure, Romance, Fantasy",11,"Jul 12, 2020","Sep 20, 2020","Aniplex, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa",A-1 Pictures
Uzaki-chan wa Asobitai!,7.02,3698,521,"Slice of Life, Comedy, Romance, Ecchi",12,"Jul 10, 2020","Sep 25, 2020","Movic, AT-X, Enterbrain, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, INCS toenter, IMAGICA Lab.",ENGI
Deca-Dence,7.43,1848,716,"Action, Sci-Fi, Adventure",12,"Jul 8, 2020","Sep 23, 2020","AT-X, BS11, Kadokawa Media House, Kadokawa, NewGin",Nut
Monster Musume no Oishasan,6.51,5980,1164,"Comedy, Romance, Ecchi, Fantasy",12,"Jul 12, 2020","Sep 27, 2020","Magic Capsule, Hakuhodo DY Music & Pictures, Bandai Namco Arts",Arvo Animation
Peter Grill to Kenja no Jikan,5.48,10277,1232,"Harem, Comedy, Ecchi, Fantasy",12,"Jul 11, 2020","Sep 26, 2020","None found, add some",Wolfsbane
No Guns Life 2nd Season,7.06,3487,2142,"Action, Sci-Fi, Drama, Seinen",12,"Jul 10, 2020","Sep 25, 2020","Sony Pictures Entertainment, TBS, AT-X, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Good Smile Film",Madhouse
Gibiate,3.82,11711,2250,"Action, Horror, Martial Arts, Samurai, Fantasy",12,"Jul 15, 2020","Sep 30, 2020","None found, add some","Studio elle, l-a-unch・BOX"
Koi to Producer: EVOL×LOVE,6.16,7815,2644,"Sci-Fi, Mystery, Super Power, Romance",12,"Jul 16, 2020","Oct 1, 2020","None found, add some",MAPPA
Lapis Re:LiGHTs,6.63,5406,2989,"Music, Magic, Fantasy",12,"Jul 4, 2020","Sep 19, 2020",Studio Mausu,Yokohama Animation Lab
Kyojinzoku no Hanayome,5.38,10547,3649,"Fantasy, Shounen Ai",9,"Jul 6, 2020","Aug 31, 2020","None found, add some",Studio Hokiboshi
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.86,4303,3865,"Action, Mystery, Comedy, Supernatural, Drama, Shounen",12,"Jul 7, 2020","Sep 22, 2020","Lantis, Bridge",Studio Deen
Ookami-san wa Taberaretai,5.82,9179,4278,"Romance, Ecchi",3,"Sep 7, 2020","Sep 21, 2020","Studio Mausu, Suiseisha",Peak Hunt
Ninja Collection,3.78,11714,4573,"Horror, Supernatural",13,"Jul 13, 2020","Oct 26, 2020","TV Tokyo, TV Tokyo Music","ILCA, DRAWIZ, Toho Interactive Animation"
Umayon,6.18,7731,4670,"Slice of Life, Comedy, Sports",12,"Jul 7, 2020","Sep 22, 2020",Cygames,"W-Toon Studio, DMM.futureworks"
Chou Futsuu Toshi Kashiwa Densetsu R,4.39,11640,7496,"Comedy, Fantasy",10,"Jul 6, 2020","Sep 28, 2020","None found, add some",Super Normal Studio
Get Up! Get Live! #Geragera,N/A,15079,11187,"Slice of Life, Comedy",10,"Jul 11, 2020","Sep 12, 2020","None found, add some",Spell Bound
Hulaing Babies Aratame: Staying Babies,5.33,10679,12242,"Slice of Life, Comedy",4,"Jun 10, 2020","Jul 15, 2020",JTB Next Creation,Gaina
Lalalacoco II,N/A,16252,17173,"Slice of Life, Comedy, Kids",12,"Jul 7, 2020","Sep 22, 2020","None found, add some",Studio Comet
Pittanko!! Nekozakana (2020),N/A,12412,17953,"Comedy, Kids",13,"Jul 6, 2020","Sep 28, 2020",TV Tokyo,Studio Comet
Xi Yangyang Yu Hui Tailang: Yiguo Da Yingjiu,N/A,13794,18039,"Adventure, Comedy, Kids",60,"Jul 17, 2020","Jul 26, 2020","None found, add some","None found, add some"
Shokugeki no Souma: Gou no Sara,7.33,2232,442,"Ecchi, School, Shounen",13,"Apr 11, 2020","Sep 26, 2020","None found, add some",J.C.Staff
Fruits Basket 2nd Season,8.58,77,533,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",25,"Apr 7, 2020","Sep 22, 2020","TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music",TMS Entertainment
Fugou Keiji: Balance:Unlimited,7.54,1475,558,"Mystery, Comedy, Police",11,"Apr 10, 2020","Sep 25, 2020","Aniplex, Dentsu, Animax, Movic, Fuji TV, Sonilude",CloverWorks
Toaru Kagaku no Railgun T,8.22,299,995,"Action, Sci-Fi, Super Power",25,"Jan 10, 2020","Sep 25, 2020","Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",J.C.Staff
Ahiru no Sora,7.30,2364,1119,"Comedy, Sports, Drama, School, Shounen",50,"Oct 2, 2019","Sep 30, 2020","TV Tokyo, Kodansha, AT-X, King Records, DMM pictures",Diomedéa
Appare-Ranman!,7.30,2370,1504,"Cars, Comedy, Historical",13,"Apr 10, 2020","Sep 25, 2020","Lantis, AT-X, Docomo Anime Store, Sammy, Kadokawa Media House, Kadokawa, Bandai Namco Arts, Bit Promotion",P.A. Works
Houkago Teibou Nisshi,7.40,1949,2576,"Slice of Life, Comedy, Sports, School, Seinen",12,"Apr 7, 2020","Sep 22, 2020","None found, add some",Doga Kobo
Bungou to Alchemist: Shinpan no Haguruma,6.42,6473,2799,"Action, Adventure, Fantasy",13,"Apr 4, 2020","Aug 8, 2020","None found, add some",OLM
Zoids Wild Zero,5.98,8650,8276,"Action, Sci-Fi, Adventure, Comedy",50,"Oct 4, 2019","Oct 16, 2020","None found, add some",OLM
Super Shiro,6.03,8420,9602,Kids,48,"Oct 14, 2019","Sep 7, 2020","Shin-Ei Animation, TV Aichi, Futabasha, Audio Planning U, Imagine",Science SARU
TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,5.95,8740,10965,"Adventure, Comedy",24,"Apr 16, 2020","Sep 24, 2020",TV Tokyo,Studio Crocodile
Hakushon Daimaou 2020,6.08,8182,11964,"Comedy, Fantasy",20,"Apr 11, 2020","Sep 26, 2020",Yomiuri Telecasting,"Nippon Animation, Tatsunoko Production"
Micchiri Wanko! Animation,N/A,16507,12214,"Comedy, Kids",24,"Apr 1, 2020","Sep 9, 2020","None found, add some",Charaction
Go! Go! Atom,N/A,15108,12248,"Action, Sci-Fi, Adventure, Kids, Drama, Mecha",52,"Oct 3, 2019","Oct 1, 2020",TV Tokyo,"Tezuka Productions, Planet Nemo Animation"
Egg Car,N/A,14863,15833,"Adventure, Comedy, Kids, Fantasy",52,"Oct 3, 2019","Oct 1, 2020","None found, add some","None found, add some"
Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,7.15,3086,1385,"Action, Super Power, Shounen",2,"Aug 16, 2020",?,"None found, add some",Bones
Nihon Chinbotsu 2020,6.44,6390,1410,"Sci-Fi, Drama",10,"Jul 9, 2020",?,"None found, add some",Science SARU
Quanzhi Gaoshou 2,7.99,563,1727,"Action, Game",12,"Sep 25, 2020","Dec 4, 2020",Tencent Penguin Pictures,Colored Pencil Animation
Aggressive Retsuko (ONA) 3rd Season,7.88,710,2348,"Slice of Life, Comedy",10,"Aug 27, 2020",?,"Sanrio, Netflix",Fanworks
Wu Shan Wu Xing,7.96,607,3090,"Action, Historical, Martial Arts, Fantasy",3,"Jul 26, 2020","Aug 9, 2020",bilibili,"Nice Boat Animation, Samsara Animation Studio"
Dragon's Dogma,5.83,9147,4072,"Action, Adventure, Fantasy",7,"Sep 17, 2020",?,"None found, add some",Sublimation
Ani ni Tsukeru Kusuri wa Nai! 4,7.55,1450,4242,"Slice of Life, Comedy, School",12,"Aug 5, 2020","Oct 14, 2020","None found, add some","Fanworks, Imagineer"
"Kanojo, Okarishimasu Petit",6.11,8051,4427,Comedy,15,"Jul 17, 2020","Oct 1, 2020",Jinnan Studio,AQUA ARIS
Mo Dao Zu Shi Q,8.20,320,4537,"Comedy, Historical, Supernatural, Magic",30,"Jul 31, 2020","Jan 29, 2021",Tencent Penguin Pictures,B.CMAY PICTURES
Chuan Shu Zijiu Zhinan,7.85,764,5290,"Demons, Drama, Historical, Supernatural",10,"Sep 10, 2020","Oct 1, 2020","Tencent Penguin Pictures, iQIYI",Djinn Power
Yi Nian Yong Heng,7.90,698,6420,"Action, Comedy, Historical, Martial Arts, Fantasy",52,"Aug 12, 2020","Jul 21, 2021",Tencent Penguin Pictures,B.CMAY PICTURES
Deca-Dence: Install,6.30,7079,6430,"Action, Sci-Fi, Adventure",1,"Aug 7, 2020",?,Kadokawa,Nut
Nu Wushen de Canzhuo II,6.97,3833,7543,"Slice of Life, Comedy",8,"Jul 17, 2020","Sep 19, 2020","None found, add some","Blade, Thundray"
Douluo Dalu: Xingdou Xian Ji Pian,8.30,226,8143,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",13,"Aug 22, 2020","Nov 14, 2020","None found, add some",Sparkly Key Animation Studio
Kyoshin to Hyouka no Shiro,5.71,9588,8860,"Mystery, Supernatural, Drama",4,"Aug 8, 2020","Dec 19, 2020",Half H.P Studio,TriF Studio
Wu Dong Qian Kun 2nd Season,7.68,1106,9177,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",12,"Jul 12, 2020","Sep 20, 2020","Tencent Penguin Pictures, China Literature Limited",Motion Magic
You Yao,6.82,4489,9595,Comedy,12,"Jul 10, 2020","Sep 18, 2020","None found, add some",Shenying Animation
Min Diao Ju Yi Wen Lu,6.64,5331,9656,"Action, Adventure, Supernatural, Thriller",12,"Aug 7, 2020","Oct 16, 2020","None found, add some",B.CMAY PICTURES
Shi Zhi Ge: Hua Yu Yan De Kuangxiang Shi,6.42,6521,9957,"Action, Fantasy",13,"Jul 16, 2020","Oct 1, 2020","None found, add some","None found, add some"
Ling Jian Zun 4th Season,7.30,2385,10286,"Action, Adventure, Romance, Martial Arts, Fantasy",180,"Sep 8, 2020",?,"None found, add some",Soyep
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,5.96,8705,10418,"Fantasy, Shounen Ai",4,"Sep 10, 2020","Oct 1, 2020",Bit grooove promotion,AQUA ARIS
Ling Long: Incarnation Part 2,7.62,1238,10692,"Action, Sci-Fi, Horror, Demons, Drama, Thriller",6,"Jul 31, 2020","Oct 9, 2020",bilibili,YHKT Entertainment
Wan Jie Xian Zong 4th Season,7.21,2806,10726,"Action, Historical, Demons, Romance, Fantasy",48,"Sep 14, 2020","Feb 18, 2021",Tencent Penguin Pictures,Ruo Hong Culture
Sakura Kakumei: Hanasaku Otome-tachi,6.21,7536,11225,"Action, Mecha",1,"Sep 2, 2020",?,"Half H.P Studio, Imagine",CloverWorks
Xian Feng Jian Yu Lu,6.36,6809,11279,"Action, Supernatural, Fantasy",70,"Jul 11, 2020","Mar 3, 2021","None found, add some",Ruo Hong Culture
Hallelujah: Unmei no Sentaku,N/A,15207,11287,"Action, Fantasy",1,"Sep 28, 2020",?,XFLAG,Yokohama Animation Lab
Da Wang Bu Gaoxing 2,6.46,6265,11370,"Comedy, Demons, Magic, Fantasy, School",12,"Jul 21, 2020","Sep 29, 2020","None found, add some",Haoliners Animation League
Liu Yi Chuanqi,N/A,16306,11377,"Action, Comedy, Fantasy",26,"Jul 22, 2020","Aug 14, 2020","None found, add some",Wei Chuang Jiang Xin
Battle Spirits: Kakumei no Galette,6.32,6980,11534,"Game, Military, Sci-Fi, Adventure, Demons",5,"Aug 28, 2020","Apr 23, 2021","None found, add some",Bandai Namco Pictures
Mei Chuxi de Yinyangshi Yijia 2,N/A,16473,11865,"Slice of Life, Comedy, Historical, Demons, Supernatural",12,"Jul 15, 2020","Sep 30, 2020","None found, add some",Green Monster Team
Adachi to Shimamura Mini Anime,5.84,9102,11995,Comedy,30,"Sep 11, 2020","Mar 2, 2021","None found, add some","Tezuka Productions, AQUA ARIS"
Dahua Zhi Shaonian You,N/A,14707,12901,Action,16,"Aug 15, 2020","Nov 20, 2020","None found, add some","None found, add some"
The Girl and the Monster,5.15,11004,13563,"Comedy, Horror",Unknown,"Jul 26, 2019",?,"None found, add some","None found, add some"
Jing: Shuang Cheng - Feng Qi Pian,N/A,15668,13788,"Action, Adventure, Romance, Fantasy",4,"Aug 15, 2020","Aug 22, 2020",Tencent Penguin Pictures,"None found, add some"
Saikyou Kamizmode!,N/A,12641,13923,Action,26,"Sep 28, 2020","Apr 1, 2021","None found, add some",Bandai Namco Pictures
Kamen Rider Zero-One: Short Anime - Everyone's Daily Life,6.39,6667,13948,Slice of Life,5,"Jul 23, 2020","Nov 8, 2020","None found, add some","None found, add some"
